OpIndex,OpTime(sec)
537,0.000000130
538,0.000000120
539,0.000000120
540,0.000000121
541,0.000000190
542,0.000000161
543,0.000000140
544,0.000000221
545,0.000000190
546,0.000000171
547,0.000000150
548,0.000000161
549,0.000000150
550,0.000000151
551,0.000000150
552,0.000000151
553,0.000000150
554,0.000000151
555,0.000000150
556,0.000000141
557,0.000000150
558,0.000000140
559,0.000000180
560,0.000000140
561,0.000000170
562,0.000000140
563,0.000000170
564,0.000000140
565,0.000000140
566,0.000000140
567,0.000000151
568,0.000000140
569,0.000000141
570,0.000000140
571,0.000000141
572,0.000000150
573,0.000000141
574,0.000000160
575,0.000000141
576,0.000000140
577,0.000000231
578,0.000000140
579,0.000000141
580,0.000000160
581,0.000000140
582,0.000000160
583,0.000000120
584,0.000000140
585,0.000000170
586,0.000000160
587,0.000000240
588,0.000000290
589,0.000000141
590,0.000000140
591,0.000000131
592,0.000000140
593,0.000000151
594,0.000000170
595,0.000000140
596,0.000000180
597,0.000000140
598,0.000000140
599,0.000000150
600,0.000000130
601,0.000000150
602,0.000000140
603,0.000000150
604,0.000000221
605,0.000000180
606,0.000000140
607,0.000000140
608,0.000000150
609,0.000000140
610,0.000000131
611,0.000000140
612,0.000000141
613,0.000000120
614,0.000000171
615,0.000000170
616,0.000000141
617,0.000000170
618,0.000000171
619,0.000000140
620,0.000000130
621,0.000000140
622,0.000000170
623,0.000000170
624,0.000000160
625,0.000000220
626,0.000000130
627,0.000000140
628,0.000000120
629,0.000000140
630,0.000000140
631,0.000000141
632,0.000000180
633,0.000000141
634,0.000000160
635,0.000000171
636,0.000000140
637,0.000000141
638,0.000000120
639,0.000000111
640,0.000000120
641,0.000000180
642,0.000000120
643,0.000000180
644,0.000000170
645,0.000000110
646,0.000000160
647,0.000000110
648,0.000000171
649,0.000000110
650,0.000000171
651,0.000000120
652,0.000000161
653,0.000000170
654,0.000000411
655,0.000000161
656,0.000000150
657,0.000000361
658,0.000000170
659,0.000000180
660,0.000000140
661,0.000000150
662,0.000000170
663,0.000000180
664,0.000000150
665,0.000000130
666,0.000000140
667,0.000000170
668,0.000000140
669,0.000000170
670,0.000000291
671,0.000000130
672,0.000000171
673,0.000000140
674,0.000000140
675,0.000000130
676,0.000000140
677,0.000000240
678,0.000000160
679,0.000000170
680,0.000000140
681,0.000000170
682,0.000000130
683,0.000000140
684,0.000000130
685,0.000000140
686,0.000000160
687,0.000000290
688,0.000000141
689,0.000000150
690,0.000000150
691,0.000000140
692,0.000000221
693,0.000000170
694,0.000000161
695,0.000000140
696,0.000000140
697,0.000000170
698,0.000000140
699,0.000000140
700,0.000000140
701,0.000000130
702,0.000000180
703,0.000000110
704,0.000000351
705,0.000000220
706,0.000000171
707,0.000000140
708,0.000000181
709,0.000000160
710,0.000000141
711,0.000000140
712,0.000000141
713,0.000000220
714,0.000000141
715,0.000000130
716,0.000000241
717,0.000000180
718,0.000000140
719,0.000000140
720,0.000000141
721,0.000000140
722,0.000000181
723,0.000000180
724,0.000000141
725,0.000000140
726,0.000000141
727,0.000000160
728,0.000000141
729,0.000000150
730,0.000000181
731,0.000000140
732,0.000000150
733,0.000000140
734,0.000000251
735,0.000000130
736,0.000000151
737,0.000000180
738,0.000000120
739,0.000000140
740,0.000000140
741,0.000000110
742,0.000000140
743,0.000000121
744,0.000000150
745,0.000000171
746,0.000000170
747,0.000000151
748,0.000000140
749,0.000000141
750,0.000000150
751,0.000000181
752,0.000000150
753,0.000000140
754,0.000000150
755,0.000000140
756,0.000000140
757,0.000000140
758,0.000000140
759,0.000000140
760,0.000000141
761,0.000000140
762,0.000000141
763,0.000000130
764,0.000000141
765,0.000000150
766,0.000000241
767,0.000000150
768,0.000000141
769,0.000000150
770,0.000000241
771,0.000000180
772,0.000000151
773,0.000000140
774,0.000000231
775,0.000000140
776,0.000000131
777,0.000000140
778,0.000000171
779,0.000000170
780,0.000000221
781,0.000000140
782,0.000000141
783,0.000000140
784,0.000000121
785,0.000000160
786,0.000000121
787,0.000000160
788,0.000000120
789,0.000000320
790,0.000000171
791,0.000000170
792,0.000000141
793,0.000000170
794,0.000000161
795,0.000000180
796,0.000000151
797,0.000000150
798,0.000000231
799,0.000000170
800,0.000000130
801,0.000000160
802,0.000000181
803,0.000000140
804,0.000000161
805,0.000000220
806,0.000000170
807,0.000000170
808,0.000000140
809,0.000000140
810,0.000000221
811,0.000000160
812,0.000000140
813,0.000000140
814,0.000000140
815,0.000000140
816,0.000000141
817,0.000000170
818,0.000000171
819,0.000000140
820,0.000000131
821,0.000000120
822,0.000000171
823,0.000000120
824,0.000000160
825,0.000000120
826,0.000000170
827,0.000000160
828,0.000000241
829,0.000000200
830,0.000000161
831,0.000000180
832,0.000000131
833,0.000000140
834,0.000000231
835,0.000000160
836,0.000000161
837,0.000000180
838,0.000000141
839,0.000000140
840,0.000000141
841,0.000000190
842,0.000000141
843,0.000000140
844,0.000000141
845,0.000000120
846,0.000000140
847,0.000000110
848,0.000000120
849,0.000000171
850,0.000000180
851,0.000000120
852,0.000000180
853,0.000000120
854,0.000000170
855,0.000000111
856,0.000000120
857,0.000000171
858,0.000000160
859,0.000000171
860,0.000000160
861,0.000000151
862,0.000000140
863,0.000000141
864,0.000000140
865,0.000000181
866,0.000000140
867,0.000000150
868,0.000000160
869,0.000000140
870,0.000000180
871,0.000000140
872,0.000000170
873,0.000000140
874,0.000000140
875,0.000000140
876,0.000000141
877,0.000000150
878,0.000000141
879,0.000000150
880,0.000000151
881,0.000000150
882,0.000000161
883,0.000000140
884,0.000000141
885,0.000000140
886,0.000000140
887,0.000000150
888,0.000000150
889,0.000000140
890,0.000000230
891,0.000000220
892,0.000000141
893,0.000000140
894,0.000000140
895,0.000000140
896,0.000000130
897,0.000000140
898,0.000000140
899,0.000000121
900,0.000000120
901,0.000000171
902,0.000000120
903,0.000000110
904,0.000000120
905,0.000000120
906,0.000000121
907,0.000000190
908,0.000000161
909,0.000000170
910,0.000000141
911,0.000000180
912,0.000000161
913,0.000000140
914,0.000000151
915,0.000000140
916,0.000000151
917,0.000000140
918,0.000000151
919,0.000000140
920,0.000000151
921,0.000000140
922,0.000000130
923,0.000000140
924,0.000000140
925,0.000000140
926,0.000000150
927,0.000000150
928,0.000000150
929,0.000000141
930,0.000000140
931,0.000000141
932,0.000000150
933,0.000000141
934,0.000000140
935,0.000000141
936,0.000000150
937,0.000000140
938,0.000000140
939,0.000000140
940,0.000000140
941,0.000000140
942,0.000000151
943,0.000000140
944,0.000000141
945,0.000000150
946,0.000000151
947,0.000000140
948,0.000000151
949,0.000000140
950,0.000000141
951,0.000000140
952,0.000000150
953,0.000000140
954,0.000000140
955,0.000000140
956,0.000000140
957,0.000000141
958,0.000000150
959,0.000000141
960,0.000000150
961,0.000000141
962,0.000000160
963,0.000000151
964,0.000000140
965,0.000000140
966,0.000000160
967,0.000000140
968,0.000000140
969,0.000000140
970,0.000000150
971,0.000000140
972,0.000000151
973,0.000000150
974,0.000000131
975,0.000000381
976,0.000000170
977,0.000000181
978,0.000000150
979,0.000000141
980,0.000000140
981,0.000000171
982,0.000000140
983,0.000000150
984,0.000000140
985,0.000000140
986,0.000000160
987,0.000000150
988,0.000000150
989,0.000000140
990,0.000000141
991,0.000000311
992,0.000000120
993,0.000000140
994,0.000000140
995,0.000000170
996,0.000000130
997,0.000000140
998,0.000000171
999,0.000000170
1000,0.000000141
1001,0.000000140
1002,0.000000141
1003,0.000000140
1004,0.000000251
1005,0.000000140
1006,0.000000151
1007,0.000000120
1008,0.000000141
1009,0.000000170
1010,0.000000131
1011,0.000000140
1012,0.000000110
1013,0.000000140
1014,0.000000150
1015,0.000000160
1016,0.000000140
1017,0.000000140
1018,0.000000150
1019,0.000000171
1020,0.000000140
1021,0.000000141
1022,0.000000140
1023,0.000000151
1024,0.000000150
1025,0.000000151
1026,0.000000140
1027,0.000000311
1028,0.000000140
1029,0.000000141
1030,0.000000170
1031,0.000000331
1032,0.000000321
1033,0.000000140
1034,0.000000131
1035,0.000000140
1036,0.000000141
1037,0.000000190
1038,0.000000121
1039,0.000000170
1040,0.000000141
1041,0.000000170
1042,0.000000171
1043,0.000000250
1044,0.000000141
1045,0.000000140
1046,0.000000141
1047,0.000000140
1048,0.000000151
1049,0.000000150
1050,0.000000141
1051,0.000000120
1052,0.000000140
1053,0.000000130
1054,0.000000140
1055,0.000000130
1056,0.000000130
1057,0.000000281
1058,0.000000170
1059,0.000000130
1060,0.000000180
1061,0.000000130
1062,0.000000140
1063,0.000000310
1064,0.000000171
1065,0.000000150
1066,0.000000171
1067,0.000000130
1068,0.000000181
1069,0.000000140
1070,0.000000140
1071,0.000000140
1072,0.000000140
1073,0.000000120
1074,0.000000180
1075,0.000000260
1076,0.000000140
1077,0.000000190
1078,0.000000120
1079,0.000000190
1080,0.000000191
1081,0.000000300
1082,0.000000151
1083,0.000000140
1084,0.000000161
1085,0.000000130
1086,0.000000141
1087,0.000000140
1088,0.000000121
1089,0.000000180
1090,0.000000120
1091,0.000000170
1092,0.000000181
1093,0.000000240
1094,0.000000141
1095,0.000000170
1096,0.000000141
1097,0.000000150
1098,0.000000141
1099,0.000000130
1100,0.000000140
1101,0.000000160
1102,0.000000140
1103,0.000000140
1104,0.000000130
1105,0.000000140
1106,0.000000160
1107,0.000000121
1108,0.000000170
1109,0.000000171
1110,0.000000140
1111,0.000000151
1112,0.000000140
1113,0.000000141
1114,0.000000240
1115,0.000000141
1116,0.000000140
1117,0.000000141
1118,0.000000110
1119,0.000000321
1120,0.000000140
1121,0.000000201
1122,0.000000140
1123,0.000000160
1124,0.000000140
1125,0.000000131
1126,0.000000180
1127,0.000000141
1128,0.000000130
1129,0.000000141
1130,0.000000140
1131,0.000000141
1132,0.000000170
1133,0.000000121
1134,0.000000140
1135,0.000000170
1136,0.000000190
1137,0.000000120
1138,0.000000150
1139,0.000000120
1140,0.000000141
1141,0.000000110
1142,0.000000141
1143,0.000000170
1144,0.000000141
1145,0.000000160
1146,0.000000141
1147,0.000000130
1148,0.000000140
1149,0.000000140
1150,0.000000170
1151,0.000000170
1152,0.000000171
1153,0.000000140
1154,0.000000160
1155,0.000000160
1156,0.000000140
1157,0.000000140
1158,0.000000140
1159,0.000000140
1160,0.000000140
1161,0.000000131
1162,0.000000170
1163,0.000000241
1164,0.000000120
1165,0.000000130
1166,0.000000140
1167,0.000000121
1168,0.000000120
1169,0.000000120
1170,0.000000120
1171,0.000000110
1172,0.000000110
1173,0.000000160
1174,0.000000121
1175,0.000000110
1176,0.000000171
1177,0.000000160
1178,0.000000110
1179,0.000000240
1180,0.000000161
1181,0.000000190
1182,0.000000141
1183,0.000000140
1184,0.000000141
1185,0.000000130
1186,0.000000110
1187,0.000000180
1188,0.000000120
1189,0.000000200
1190,0.000000170
1191,0.000000170
1192,0.000000140
1193,0.000000140
1194,0.000000140
1195,0.000000140
1196,0.000000130
1197,0.000000111
1198,0.000000290
1199,0.000000120
1200,0.000000170
1201,0.000000180
1202,0.000000190
1203,0.000000140
1204,0.000000140
1205,0.000000150
1206,0.000000160
1207,0.000000140
1208,0.000000140
1209,0.000000131
1210,0.000000140
1211,0.000000141
1212,0.000000140
1213,0.000000140
1214,0.000000140
1215,0.000000140
1216,0.000000150
1217,0.000000150
1218,0.000000140
1219,0.000000140
1220,0.000000141
1221,0.000000140
1222,0.000000151
1223,0.000000140
1224,0.000000141
1225,0.000000160
1226,0.000000151
1227,0.000000140
1228,0.000000140
1229,0.000000140
1230,0.000000140
1231,0.000000140
1232,0.000000160
1233,0.000000140
1234,0.000000130
1235,0.000000141
1236,0.000000140
1237,0.000000141
1238,0.000000140
1239,0.000000111
1240,0.000000160
1241,0.000000120
1242,0.000000170
1243,0.000000120
1244,0.000000120
1245,0.000000170
1246,0.000000180
1247,0.000000160
1248,0.000000160
1249,0.000000150
1250,0.000000150
1251,0.000000140
1252,0.000000131
1253,0.000000140
1254,0.000000141
1255,0.000000140
1256,0.000000141
1257,0.000000330
1258,0.000000140
1259,0.000000140
1260,0.000000150
1261,0.000000140
1262,0.000000141
1263,0.000000140
1264,0.000000151
1265,0.000000160
1266,0.000000161
1267,0.000000140
1268,0.000000141
1269,0.000000150
1270,0.000000161
1271,0.000000280
1272,0.000000151
1273,0.000000150
1274,0.000000141
1275,0.000000150
1276,0.000000151
1277,0.000000140
1278,0.000000140
1279,0.000000140
1280,0.000000140
1281,0.000000140
1282,0.000000150
1283,0.000000140
1284,0.000000140
1285,0.000000181
1286,0.000000170
1287,0.000000131
1288,0.000000150
1289,0.000000141
1290,0.000000140
1291,0.000000141
1292,0.000000220
1293,0.000000151
1294,0.000000140
1295,0.000000141
1296,0.000000140
1297,0.000000291
1298,0.000000150
1299,0.000000121
1300,0.000000140
1301,0.000000181
1302,0.000000120
1303,0.000000141
1304,0.000000160
1305,0.000000110
1306,0.000000170
1307,0.000000191
1308,0.000000170
1309,0.000000171
1310,0.000000150
1311,0.000000140
1312,0.000000140
1313,0.000000140
1314,0.000000150
1315,0.000000231
1316,0.000000200
1317,0.000000141
1318,0.000000140
1319,0.000000150
1320,0.000000140
1321,0.000000150
1322,0.000000180
1323,0.000000150
1324,0.000000300
1325,0.000000141
1326,0.000000150
1327,0.000000141
1328,0.000000140
1329,0.000000151
1330,0.000000300
1331,0.000000141
1332,0.000000140
1333,0.000000201
1334,0.000000140
1335,0.000000301
1336,0.000000140
1337,0.000000190
1338,0.000000171
1339,0.000000140
1340,0.000000181
1341,0.000000130
1342,0.000000170
1343,0.000000160
1344,0.000000140
1345,0.000000150
1346,0.000000130
1347,0.000000170
1348,0.000000140
1349,0.000000140
1350,0.000000140
1351,0.000000181
1352,0.000000140
1353,0.000000141
1354,0.000000140
1355,0.000000141
1356,0.000000220
1357,0.000000141
1358,0.000000190
1359,0.000000131
1360,0.000000150
1361,0.000000181
1362,0.000000140
1363,0.000000171
1364,0.000000140
1365,0.000000141
1366,0.000000140
1367,0.000000141
1368,0.000000140
1369,0.000000140
1370,0.000000150
1371,0.000000150
1372,0.000000340
1373,0.000000141
1374,0.000000140
1375,0.000000141
1376,0.000000140
1377,0.000000151
1378,0.000000140
1379,0.000000140
1380,0.000000140
1381,0.000000140
1382,0.000000150
1383,0.000000140
1384,0.000000150
1385,0.000000150
1386,0.000000221
1387,0.000000220
1388,0.000000210
1389,0.000000141
1390,0.000000140
1391,0.000000140
1392,0.000000150
1393,0.000000170
1394,0.000000140
1395,0.000000140
1396,0.000000140
1397,0.000000140
1398,0.000000141
1399,0.000000140
1400,0.000000141
1401,0.000000140
1402,0.000000141
1403,0.000000180
1404,0.000000141
1405,0.000000150
1406,0.000000141
1407,0.000000140
1408,0.000000191
1409,0.000000140
1410,0.000000130
1411,0.000000140
1412,0.000000140
1413,0.000000320
1414,0.000000301
1415,0.000000150
1416,0.000000140
1417,0.000000150
1418,0.000000150
1419,0.000000150
1420,0.000000141
1421,0.000000150
1422,0.000000141
1423,0.000000140
1424,0.000000171
1425,0.000000140
1426,0.000000141
1427,0.000000170
1428,0.000000141
1429,0.000000140
1430,0.000000221
1431,0.000000160
1432,0.000000171
1433,0.000000150
1434,0.000000171
1435,0.000000170
1436,0.000000191
1437,0.000000200
1438,0.000000141
1439,0.000000140
1440,0.000000141
1441,0.000000140
1442,0.000000141
1443,0.000000140
1444,0.000000171
1445,0.000000180
1446,0.000000141
1447,0.000000180
1448,0.000000191
1449,0.000000140
1450,0.000000141
1451,0.000000140
1452,0.000000140
1453,0.000000170
1454,0.000000140
1455,0.000000180
1456,0.000000180
1457,0.000000170
1458,0.000000170
1459,0.000000140
1460,0.000000140
1461,0.000000150
1462,0.000000150
1463,0.000000130
1464,0.000000140
1465,0.000000141
1466,0.000000170
1467,0.000000121
1468,0.000000190
1469,0.000000141
1470,0.000000150
1471,0.000000171
1472,0.000000140
1473,0.000000141
1474,0.000000140
1475,0.000000141
1476,0.000000170
1477,0.000000140
1478,0.000000170
1479,0.000000171
1480,0.000000150
1481,0.000000140
1482,0.000000140
1483,0.000000140
1484,0.000000140
1485,0.000000140
1486,0.000000141
1487,0.000000150
1488,0.000000141
1489,0.000000150
1490,0.000000141
1491,0.000000140
1492,0.000000141
1493,0.000000130
1494,0.000000160
1495,0.000000160
1496,0.000000291
1497,0.000000160
1498,0.000000141
1499,0.000000140
1500,0.000000141
1501,0.000000160
1502,0.000000141
1503,0.000000140
1504,0.000000151
1505,0.000000140
1506,0.000000150
1507,0.000000140
1508,0.000000140
1509,0.000000140
1510,0.000000140
1511,0.000000141
1512,0.000000140
1513,0.000000141
1514,0.000000150
1515,0.000000141
1516,0.000000140
1517,0.000000140
1518,0.000000140
1519,0.000000130
1520,0.000000120
1521,0.000000170
1522,0.000000170
1523,0.000000120
1524,0.000000171
1525,0.000000110
1526,0.000000161
1527,0.000000130
1528,0.000000171
1529,0.000000170
1530,0.000000121
1531,0.000000140
1532,0.000000120
1533,0.000000170
1534,0.000000171
1535,0.000000170
1536,0.000000241
1537,0.000000180
1538,0.000000151
1539,0.000000150
1540,0.000000151
1541,0.000000150
1542,0.000000211
1543,0.000000140
1544,0.000000141
1545,0.000000150
1546,0.000000221
1547,0.000000170
1548,0.000000141
1549,0.000000140
1550,0.000000161
1551,0.000000140
1552,0.000000150
1553,0.000000140
1554,0.000000140
1555,0.000000150
1556,0.000000140
1557,0.000000140
1558,0.000000140
1559,0.000000141
1560,0.000000150
1561,0.000000141
1562,0.000000220
1563,0.000000131
1564,0.000000150
1565,0.000000141
1566,0.000000140
1567,0.000000141
1568,0.000000170
1569,0.000000161
1570,0.000000170
1571,0.000000151
1572,0.000000140
1573,0.000000140
1574,0.000000150
1575,0.000000140
1576,0.000000140
1577,0.000000140
1578,0.000000140
1579,0.000000120
1580,0.000000171
1581,0.000000120
1582,0.000000171
1583,0.000000351
1584,0.000000110
1585,0.000000180
1586,0.000000160
1587,0.000000140
1588,0.000000150
1589,0.000000130
1590,0.000000140
1591,0.000000120
1592,0.000000191
1593,0.000000220
1594,0.000000160
1595,0.000000110
1596,0.000000140
1597,0.000000120
1598,0.000000121
1599,0.000000120
1600,0.000000171
1601,0.000000120
1602,0.000000110
1603,0.000000170
1604,0.000000120
1605,0.000000160
1606,0.000000110
1607,0.000000181
1608,0.000000140
1609,0.000000161
1610,0.000000120
1611,0.000000121
1612,0.000000180
1613,0.000000181
1614,0.000000160
1615,0.000000181
1616,0.000000150
1617,0.000000141
1618,0.000000150
1619,0.000000151
1620,0.000000150
1621,0.000000141
1622,0.000000140
1623,0.000000130
1624,0.000000140
1625,0.000000160
1626,0.000000160
1627,0.000000140
1628,0.000000270
1629,0.000000140
1630,0.000000130
1631,0.000000231
1632,0.000000140
1633,0.000000140
1634,0.000000140
1635,0.000000140
1636,0.000000110
1637,0.000000170
1638,0.000000160
1639,0.000000170
1640,0.000000140
1641,0.000000140
1642,0.000000171
1643,0.000000170
1644,0.000000170
1645,0.000000180
1646,0.000000140
1647,0.000000160
1648,0.000000150
1649,0.000000140
1650,0.000000141
1651,0.000000150
1652,0.000000221
1653,0.000000150
1654,0.000000121
1655,0.000000120
1656,0.000000291
1657,0.000000140
1658,0.000000140
1659,0.000000170
1660,0.000000171
1661,0.000000140
1662,0.000000141
1663,0.000000150
