LookupIndex,LookupTime(sec)
509,0.000000551
510,0.000000852
511,0.000001202
512,0.000000551
513,0.000000791
514,0.000000331
515,0.000001322
516,0.000000851
517,0.000002385
518,0.000001092
519,0.000001453
520,0.000000130
521,0.000001253
522,0.000000200
523,0.000000822
524,0.000001894
525,0.000001182
526,0.000000822
527,0.000000351
528,0.000000982
529,0.000000370
530,0.000002094
531,0.000000982
532,0.000000921
533,0.000000981
534,0.000001252
535,0.000000301
536,0.000000681
537,0.000000211
538,0.000000751
539,0.000000301
540,0.000000651
541,0.000000812
542,0.000000571
543,0.000001182
544,0.000002114
545,0.000001483
546,0.000000471
547,0.000000821
548,0.000000712
549,0.000000541
550,0.000001483
551,0.000000561
552,0.000001483
553,0.000000130
554,0.000002073
555,0.000000651
556,0.000001773
557,0.000001984
558,0.000000371
559,0.000000201
560,0.000000731
561,0.000000281
562,0.000000541
563,0.000000441
564,0.000001102
565,0.000002024
566,0.000000221
567,0.000000541
568,0.000000361
569,0.000000881
570,0.000000130
571,0.000000351
572,0.000000110
573,0.000001182
574,0.000001363
575,0.000001052
576,0.000000191
577,0.000001493
578,0.000000841
579,0.000000802
580,0.000000100
581,0.000000371
582,0.000000812
583,0.000000821
584,0.000000531
585,0.000000390
586,0.000001282
587,0.000000992
588,0.000001463
589,0.000000220
590,0.000000621
591,0.000001022
592,0.000000431
593,0.000001533
594,0.000000761
595,0.000001352
596,0.000001212
597,0.000000641
598,0.000001022
599,0.000000551
600,0.000002204
601,0.000001523
602,0.000000671
603,0.000000892
604,0.000000491
605,0.000000330
606,0.000000310
607,0.000001162
608,0.000000611
609,0.000000771
610,0.000000581
611,0.000000821
612,0.000001092
613,0.000001833
614,0.000001513
615,0.000000361
616,0.000001803
617,0.000000340
618,0.000001653
619,0.000000230
620,0.000000902
621,0.000000601
622,0.000001062
623,0.000000551
624,0.000001753
625,0.000001914
626,0.000001022
627,0.000000791
628,0.000000902
629,0.000001112
630,0.000000761
631,0.000001904
632,0.000001052
633,0.000001312
634,0.000000430
635,0.000002113
636,0.000001182
637,0.000000361
638,0.000000300
639,0.000002154
640,0.000000691
641,0.000000181
642,0.000000160
643,0.000000872
644,0.000000200
645,0.000000551
646,0.000001162
647,0.000000841
648,0.000001693
649,0.000000852
650,0.000001112
651,0.000001112
652,0.000000321
653,0.000000842
654,0.000001222
655,0.000000411
656,0.000000220
657,0.000000671
658,0.000000170
659,0.000000982
660,0.000000311
661,0.000000691
662,0.000002274
663,0.000000591
664,0.000000541
665,0.000000371
666,0.000000882
667,0.000000701
668,0.000001082
669,0.000000881
670,0.000000621
671,0.000000180
672,0.000000551
673,0.000002224
674,0.000000150
675,0.000001433
676,0.000001212
677,0.000001263
678,0.000001863
679,0.000001182
680,0.000001152
681,0.000002104
682,0.000000471
683,0.000001764
684,0.000000411
685,0.000000962
686,0.000001172
687,0.000001032
688,0.000000161
689,0.000000801
690,0.000000692
691,0.000000170
692,0.000000481
693,0.000000992
694,0.000000361
695,0.000000761
696,0.000000841
697,0.000000581
698,0.000001472
699,0.000000592
700,0.000000541
701,0.000001062
702,0.000001012
703,0.000001292
704,0.000000581
705,0.000000861
706,0.000000581
707,0.000000541
708,0.000002144
709,0.000000120
710,0.000001412
711,0.000000361
712,0.000000782
713,0.000000601
714,0.000000751
715,0.000000090
716,0.000001232
717,0.000000381
718,0.000000712
719,0.000000461
720,0.000001132
721,0.000000461
722,0.000000591
723,0.000000561
724,0.000002003
725,0.000000521
726,0.000000741
727,0.000000281
728,0.000000150
729,0.000000301
730,0.000000381
731,0.000000511
732,0.000000701
733,0.000000812
734,0.000002204
735,0.000000842
736,0.000001262
737,0.000000592
738,0.000000911
739,0.000000350
740,0.000000902
741,0.000000150
742,0.000000541
743,0.000002705
744,0.000001032
745,0.000000391
746,0.000000180
747,0.000000572
748,0.000000711
749,0.000000211
750,0.000002084
751,0.000001312
752,0.000000441
753,0.000001193
754,0.000001462
755,0.000000350
756,0.000001002
757,0.000001293
758,0.000000110
759,0.000001193
760,0.000001122
761,0.000000150
762,0.000001052
763,0.000000311
764,0.000001092
765,0.000000802
766,0.000001062
767,0.000001894
768,0.000001633
769,0.000001192
770,0.000000310
771,0.000000511
772,0.000001583
773,0.000000541
774,0.000000360
775,0.000000722
776,0.000000200
777,0.000001183
778,0.000001513
779,0.000001012
780,0.000001803
781,0.000000421
782,0.000001603
783,0.000001923
784,0.000000401
785,0.000000371
786,0.000001102
787,0.000000591
788,0.000001153
789,0.000000982
790,0.000001442
791,0.000000751
792,0.000000511
793,0.000000902
794,0.000000701
795,0.000000501
796,0.000000160
797,0.000001733
798,0.000000450
799,0.000001362
800,0.000000351
801,0.000000812
802,0.000001392
803,0.000000632
804,0.000001092
805,0.000001062
806,0.000001763
807,0.000000491
808,0.000000310
809,0.000000271
810,0.000000761
811,0.000001472
812,0.000000400
813,0.000001293
814,0.000001072
815,0.000000671
816,0.000000551
817,0.000001763
818,0.000001774
819,0.000001072
820,0.000001923
821,0.000000150
822,0.000001353
823,0.000001723
824,0.000001072
825,0.000000100
826,0.000001422
827,0.000000942
828,0.000000752
829,0.000000200
830,0.000000782
831,0.000000541
832,0.000000732
833,0.000000851
834,0.000000151
835,0.000002344
836,0.000001513
837,0.000000111
838,0.000000390
839,0.000000160
840,0.000000551
841,0.000000191
842,0.000000761
843,0.000001042
844,0.000001313
845,0.000002274
846,0.000000632
847,0.000000350
848,0.000000510
849,0.000002194
850,0.000000541
851,0.000000581
852,0.000000401
853,0.000000581
854,0.000001263
855,0.000000701
856,0.000000862
857,0.000000211
858,0.000001052
859,0.000000761
860,0.000000221
861,0.000000852
862,0.000000430
863,0.000000561
864,0.000000110
865,0.000000120
866,0.000000792
867,0.000000150
868,0.000000300
869,0.000001393
870,0.000001713
871,0.000000722
872,0.000001152
873,0.000000160
874,0.000000210
875,0.000000922
876,0.000002425
877,0.000000160
878,0.000000130
879,0.000001532
880,0.000001162
881,0.000000220
882,0.000000371
883,0.000001082
884,0.000000181
885,0.000000250
886,0.000001322
887,0.000000231
888,0.000000230
889,0.000000311
890,0.000000240
891,0.000000160
892,0.000001553
893,0.000000140
894,0.000000711
895,0.000000791
896,0.000000851
897,0.000000161
898,0.000000330
899,0.000000180
900,0.000000822
901,0.000001192
902,0.000000571
903,0.000001072
904,0.000001503
905,0.000000812
906,0.000000641
907,0.000000541
908,0.000000751
909,0.000000491
910,0.000000100
911,0.000002755
912,0.000000260
913,0.000001072
914,0.000001252
915,0.000000451
916,0.000001944
917,0.000001703
918,0.000000231
919,0.000001032
920,0.000000671
921,0.000001233
922,0.000001432
923,0.000000430
924,0.000000561
925,0.000001603
926,0.000000651
927,0.000000241
928,0.000001913
929,0.000000360
930,0.000000411
931,0.000000351
932,0.000000982
933,0.000000130
934,0.000000921
935,0.000000351
936,0.000000852
937,0.000000601
938,0.000000171
939,0.000001292
940,0.000001102
941,0.000001453
942,0.000000381
943,0.000000551
944,0.000000311
945,0.000000581
946,0.000000531
947,0.000001744
948,0.000000451
949,0.000001092
950,0.000000972
951,0.000001192
952,0.000001032
953,0.000000961
954,0.000001272
955,0.000000741
956,0.000001262
957,0.000000852
958,0.000001242
959,0.000000862
960,0.000000872
961,0.000000180
962,0.000000221
963,0.000001613
964,0.000002074
965,0.000000782
966,0.000000941
967,0.000000210
968,0.000001904
969,0.000000310
970,0.000001472
971,0.000000470
972,0.000000160
973,0.000000130
974,0.000000752
975,0.000000982
976,0.000000220
977,0.000000942
978,0.000001623
979,0.000000841
980,0.000000842
981,0.000000621
982,0.000000561
983,0.000000330
984,0.000001964
985,0.000000371
986,0.000000531
987,0.000000421
988,0.000000200
989,0.000000390
990,0.000000221
991,0.000000621
992,0.000000351
993,0.000000541
994,0.000000922
995,0.000001884
996,0.000000811
997,0.000001634
998,0.000000150
999,0.000000711
1000,0.000001392
1001,0.000000511
1002,0.000000401
1003,0.000001303
1004,0.000000761
1005,0.000000360
1006,0.000001784
1007,0.000000441
1008,0.000000571
1009,0.000000441
1010,0.000001463
1011,0.000000591
1012,0.000000992
1013,0.000001202
1014,0.000000751
1015,0.000001323
1016,0.000000701
1017,0.000000812
1018,0.000000371
1019,0.000001613
1020,0.000000110
1021,0.000001243
1022,0.000000671
1023,0.000000230
1024,0.000000551
1025,0.000000441
1026,0.000000411
1027,0.000001112
1028,0.000000471
1029,0.000001543
1030,0.000001012
1031,0.000000301
1032,0.000000130
1033,0.000000841
1034,0.000000772
1035,0.000002014
1036,0.000000691
1037,0.000000181
1038,0.000001973
1039,0.000001173
1040,0.000000621
1041,0.000002014
1042,0.000001122
1043,0.000000611
1044,0.000000831
1045,0.000000762
1046,0.000000751
1047,0.000000481
1048,0.000000151
1049,0.000000571
1050,0.000000170
1051,0.000000430
1052,0.000000521
1053,0.000000982
1054,0.000000561
1055,0.000000591
1056,0.000001373
1057,0.000000401
1058,0.000001222
1059,0.000001633
1060,0.000001283
1061,0.000000130
1062,0.000000471
1063,0.000000702
1064,0.000001122
1065,0.000001042
1066,0.000000221
1067,0.000000130
1068,0.000000862
1069,0.000001322
1070,0.000002364
1071,0.000000321
1072,0.000001012
1073,0.000000491
1074,0.000000781
1075,0.000000380
1076,0.000000561
1077,0.000002294
1078,0.000001643
1079,0.000000391
1080,0.000000481
1081,0.000000201
1082,0.000000611
1083,0.000001102
1084,0.000000842
1085,0.000001242
1086,0.000001884
1087,0.000001974
1088,0.000001082
1089,0.000000842
1090,0.000000791
1091,0.000000201
1092,0.000000180
1093,0.000000622
1094,0.000000501
1095,0.000000491
1096,0.000001473
1097,0.000000972
1098,0.000000280
1099,0.000000481
1100,0.000002214
1101,0.000000391
1102,0.000000390
1103,0.000000330
1104,0.000000161
1105,0.000000280
1106,0.000000541
1107,0.000000761
1108,0.000000511
1109,0.000000541
1110,0.000000241
1111,0.000001463
1112,0.000000601
1113,0.000000130
1114,0.000001032
1115,0.000000982
1116,0.000000741
1117,0.000000802
1118,0.000000801
1119,0.000001403
1120,0.000000141
1121,0.000000721
1122,0.000001623
1123,0.000001062
1124,0.000000772
1125,0.000002074
1126,0.000000180
1127,0.000001062
1128,0.000002304
1129,0.000001403
1130,0.000000661
1131,0.000000992
1132,0.000001142
1133,0.000002234
1134,0.000001002
1135,0.000000812
1136,0.000002585
1137,0.000000120
1138,0.000001503
1139,0.000001573
1140,0.000000491
1141,0.000000391
1142,0.000001493
1143,0.000000180
1144,0.000002094
1145,0.000000160
1146,0.000002394
1147,0.000000420
1148,0.000002063
1149,0.000000651
1150,0.000001793
1151,0.000001774
1152,0.000000351
1153,0.000000541
1154,0.000000451
1155,0.000000411
1156,0.000001222
1157,0.000001433
1158,0.000001393
1159,0.000001242
1160,0.000000611
1161,0.000000751
1162,0.000000331
1163,0.000000481
1164,0.000000821
1165,0.000000992
1166,0.000001993
1167,0.000000400
1168,0.000000351
1169,0.000000441
1170,0.000001072
1171,0.000000301
1172,0.000000210
1173,0.000000160
1174,0.000000982
1175,0.000002555
1176,0.000000551
1177,0.000000421
1178,0.000001713
1179,0.000001223
1180,0.000000531
1181,0.000000952
1182,0.000000982
1183,0.000000781
1184,0.000000811
1185,0.000001393
1186,0.000000130
1187,0.000000381
1188,0.000000241
1189,0.000000992
1190,0.000000140
1191,0.000000541
1192,0.000001303
1193,0.000000371
1194,0.000001302
1195,0.000001844
1196,0.000000551
1197,0.000000331
1198,0.000000811
1199,0.000000581
1200,0.000000290
1201,0.000001723
1202,0.000000431
1203,0.000001863
1204,0.000001232
1205,0.000000641
1206,0.000001032
1207,0.000000371
1208,0.000000461
1209,0.000000732
1210,0.000001613
1211,0.000000601
1212,0.000000120
1213,0.000001482
1214,0.000001302
1215,0.000001683
1216,0.000001263
1217,0.000000771
1218,0.000001623
1219,0.000000591
1220,0.000001342
1221,0.000000921
1222,0.000000380
1223,0.000000632
1224,0.000000551
1225,0.000001062
1226,0.000000140
1227,0.000000361
1228,0.000000932
1229,0.000000210
1230,0.000000781
1231,0.000000321
1232,0.000001523
1233,0.000001994
1234,0.000000391
1235,0.000000761
1236,0.000001333
1237,0.000001042
1238,0.000001042
1239,0.000001653
1240,0.000001253
1241,0.000000781
1242,0.000001001
1243,0.000000190
1244,0.000001683
1245,0.000000611
1246,0.000001092
1247,0.000000371
1248,0.000001452
1249,0.000000180
1250,0.000001202
1251,0.000001313
1252,0.000000200
1253,0.000000480
1254,0.000000571
1255,0.000000771
1256,0.000001413
1257,0.000000541
1258,0.000001463
1259,0.000000171
1260,0.000001182
1261,0.000001112
1262,0.000000131
1263,0.000001232
1264,0.000000782
1265,0.000000931
1266,0.000002194
1267,0.000000160
1268,0.000001363
1269,0.000000240
1270,0.000000210
1271,0.000000401
1272,0.000000401
1273,0.000000781
1274,0.000000711
1275,0.000001874
1276,0.000001713
1277,0.000000261
1278,0.000001322
1279,0.000000822
1280,0.000000902
1281,0.000000431
1282,0.000000230
1283,0.000000311
1284,0.000000511
1285,0.000000872
1286,0.000000130
1287,0.000000591
1288,0.000000491
1289,0.000000100
1290,0.000000100
1291,0.000000331
1292,0.000001884
1293,0.000001102
1294,0.000001803
1295,0.000000160
1296,0.000001453
1297,0.000001062
1298,0.000001633
1299,0.000000762
1300,0.000000661
1301,0.000000351
1302,0.000000571
1303,0.000001172
1304,0.000000732
1305,0.000000481
1306,0.000000230
1307,0.000000320
1308,0.000002275
1309,0.000002124
1310,0.000000391
1311,0.000000350
1312,0.000000410
1313,0.000000260
1314,0.000000401
1315,0.000000601
1316,0.000000201
1317,0.000000381
1318,0.000001232
1319,0.000000140
1320,0.000000761
1321,0.000000170
1322,0.000000360
1323,0.000000882
1324,0.000000211
1325,0.000001082
1326,0.000000371
1327,0.000000952
1328,0.000000170
1329,0.000000190
1330,0.000000951
1331,0.000002114
1332,0.000000811
1333,0.000000782
1334,0.000000361
1335,0.000000120
1336,0.000000551
1337,0.000000371
1338,0.000000501
1339,0.000001493
1340,0.000000591
1341,0.000002265
1342,0.000000982
1343,0.000000230
1344,0.000001854
1345,0.000000661
1346,0.000001974
1347,0.000000231
1348,0.000000200
1349,0.000000551
1350,0.000000160
1351,0.000000481
1352,0.000000371
1353,0.000000321
1354,0.000002064
1355,0.000000330
1356,0.000000602
1357,0.000001422
1358,0.000001332
1359,0.000000541
1360,0.000001263
1361,0.000000571
1362,0.000001533
1363,0.000001733
1364,0.000000652
1365,0.000000841
1366,0.000000591
1367,0.000000160
1368,0.000000191
1369,0.000000240
1370,0.000001533
1371,0.000002084
1372,0.000001694
1373,0.000000360
1374,0.000000400
1375,0.000000602
1376,0.000001062
1377,0.000001763
1378,0.000000161
1379,0.000000701
1380,0.000000812
1381,0.000001272
1382,0.000000992
1383,0.000000421
1384,0.000002114
1385,0.000000200
1386,0.000000721
1387,0.000001392
1388,0.000000301
1389,0.000000771
1390,0.000001202
1391,0.000000812
1392,0.000000140
1393,0.000000902
1394,0.000000220
1395,0.000000782
1396,0.000000391
1397,0.000001072
1398,0.000000120
1399,0.000000301
1400,0.000000181
1401,0.000000741
1402,0.000000561
1403,0.000002134
1404,0.000000631
1405,0.000000361
1406,0.000000170
1407,0.000000571
1408,0.000001423
1409,0.000001253
1410,0.000000571
1411,0.000001122
1412,0.000000741
1413,0.000001342
1414,0.000000281
1415,0.000000331
1416,0.000001723
1417,0.000000852
1418,0.000000190
1419,0.000000361
1420,0.000000191
1421,0.000000220
1422,0.000001954
1423,0.000002064
1424,0.000000541
1425,0.000001643
1426,0.000001032
1427,0.000001062
1428,0.000001773
1429,0.000000862
1430,0.000000180
1431,0.000001032
1432,0.000000842
1433,0.000001573
1434,0.000000541
1435,0.000000732
1436,0.000000361
1437,0.000000220
1438,0.000000571
1439,0.000000390
1440,0.000000682
1441,0.000000791
1442,0.000000712
1443,0.000000531
1444,0.000000100
1445,0.000000271
1446,0.000000521
1447,0.000000812
1448,0.000000731
1449,0.000002205
1450,0.000001713
1451,0.000000210
1452,0.000001723
1453,0.000000771
1454,0.000001102
1455,0.000001402
1456,0.000001402
1457,0.000000531
1458,0.000000141
1459,0.000001453
1460,0.000000521
1461,0.000001713
1462,0.000000571
1463,0.000000391
1464,0.000000521
1465,0.000001213
1466,0.000000521
1467,0.000000631
1468,0.000000852
1469,0.000001132
1470,0.000000391
1471,0.000000701
1472,0.000001713
1473,0.000000140
1474,0.000001603
1475,0.000000981
1476,0.000001172
1477,0.000001322
1478,0.000000782
1479,0.000000842
1480,0.000001422
1481,0.000001903
1482,0.000000331
1483,0.000001693
1484,0.000000632
1485,0.000000260
1486,0.000000481
1487,0.000001303
1488,0.000001132
1489,0.000000912
1490,0.000000161
1491,0.000000260
1492,0.000001183
1493,0.000000511
1494,0.000001162
1495,0.000001333
1496,0.000000831
1497,0.000000501
1498,0.000001093
1499,0.000000350
1500,0.000000602
1501,0.000000180
1502,0.000000581
1503,0.000002255
1504,0.000000561
1505,0.000000922
1506,0.000000932
1507,0.000001493
1508,0.000000340
1509,0.000000521
1510,0.000001272
1511,0.000000671
1512,0.000002324
1513,0.000000531
1514,0.000001453
1515,0.000002214
1516,0.000001593
1517,0.000002514
1518,0.000001203
1519,0.000000561
1520,0.000001433
1521,0.000000731
1522,0.000001032
1523,0.000000802
1524,0.000000090
1525,0.000001143
1526,0.000000360
1527,0.000000211
1528,0.000000511
1529,0.000000982
1530,0.000000371
1531,0.000000160
1532,0.000001473
1533,0.000000772
1534,0.000002134
1535,0.000000391
1536,0.000001983
1537,0.000001102
1538,0.000000801
1539,0.000000752
1540,0.000001102
1541,0.000000361
1542,0.000001272
1543,0.000000150
1544,0.000000210
1545,0.000000801
1546,0.000001613
1547,0.000001433
1548,0.000001804
1549,0.000000581
1550,0.000000521
1551,0.000000681
1552,0.000000761
1553,0.000000992
1554,0.000001242
1555,0.000001272
1556,0.000000531
1557,0.000000361
1558,0.000000210
1559,0.000000250
1560,0.000000591
1561,0.000000882
1562,0.000000151
1563,0.000000370
1564,0.000000631
1565,0.000001302
1566,0.000001353
1567,0.000000140
1568,0.000000811
1569,0.000001092
1570,0.000000231
1571,0.000000441
1572,0.000000371
1573,0.000002314
1574,0.000001343
1575,0.000000361
1576,0.000001743
1577,0.000000902
1578,0.000000852
1579,0.000000881
1580,0.000001152
1581,0.000000741
1582,0.000001323
1583,0.000001613
1584,0.000000211
1585,0.000000310
1586,0.000000642
1587,0.000001823
1588,0.000001263
1589,0.000000391
1590,0.000001523
1591,0.000000791
1592,0.000000301
1593,0.000001272
1594,0.000000190
1595,0.000000531
1596,0.000001092
1597,0.000002124
1598,0.000000911
1599,0.000001313
1600,0.000000992
1601,0.000000581
1602,0.000000191
1603,0.000001813
1604,0.000000782
1605,0.000000200
1606,0.000001603
1607,0.000001332
1608,0.000000772
1609,0.000001002
1610,0.000000200
1611,0.000000221
1612,0.000000230
1613,0.000000370
1614,0.000000461
1615,0.000001183
1616,0.000000381
1617,0.000001082
1618,0.000000340
1619,0.000000130
1620,0.000001773
1621,0.000000121
1622,0.000001703
1623,0.000001573
1624,0.000000141
1625,0.000000150
1626,0.000000581
1627,0.000000511
1628,0.000000722
1629,0.000000160
1630,0.000001153
1631,0.000001683
1632,0.000000351
1633,0.000001192
1634,0.000000361
1635,0.000001312
1636,0.000000220
1637,0.000000601
1638,0.000000541
1639,0.000001112
1640,0.000000781
1641,0.000000171
1642,0.000000280
1643,0.000000591
1644,0.000001302
1645,0.000000952
1646,0.000001493
1647,0.000001112
1648,0.000000521
1649,0.000000631
1650,0.000000781
1651,0.000000320
1652,0.000000581
1653,0.000000290
1654,0.000001102
1655,0.000000181
1656,0.000000531
1657,0.000000802
1658,0.000000601
1659,0.000000781
1660,0.000000110
1661,0.000000811
1662,0.000000420
